word	gold	predict
an	_	_
already	_	_
bad	_	_
situation	_	_
with	_	_
my	_	_
bullshit	_	_
questions	_	_
.	_	_
I	_	_
've	_	_
thought	_	_
about	_	_
you	_	_
a	_	_
few	_	_
times	_	_
in	_	_
the	_	_
last	_	_
few	_	_
months	_	_
,	_	_
did	_	_
n't	_	_
want	_	_
to	_	_
intrude	_	_
upon	_	_
an	_	_
already	_	_
bad	_	_
situation	ARG2	_
with	_	_
my	_	_
bullshit	_	_
questions	ARGM-MNR	_
.	_	_
I	_	ARG0
'm	_	_
hearing	_	_
some	_	_
pretty	_	_
depressing	_	_
stuff	_	_
from	_	_
the	_	_
people	_	_
I	_	ARG0
know	_	_
at	_	_
ENE	_	_
.	_	_
I	ARG0	_
'm	_	_
hearing	_	_
some	_	_
pretty	_	_
depressing	_	_
stuff	ARG1	_
from	_	_
the	_	_
people	ARG2	_
I	_	_
know	_	_
at	_	_
ENE	_	_
.	_	_
I	_	ARG0
'm	_	_
hearing	_	_
some	_	_
pretty	_	_
depressing	_	_
stuff	_	_
from	_	_
the	_	_
people	ARG1	_
I	ARG0	ARG0
know	_	_
at	_	_
ENE	ARGM-LOC	_
.	_	_
I	ARG0	_
wish	_	_
I	_	_
had	ARG1	_
the	_	_
capital	_	_
to	_	_
open	_	_
my	_	_
own	_	_
shop	_	_
?	_	_
I	_	ARG0
wish	_	_
I	ARG0	ARG0
had	_	_
the	_	_
capital	ARG1	_
to	_	_
open	_	_
my	_	_
own	_	_
shop	_	_
?	_	_
I	_	_
wish	_	_
I	ARG0	_
had	_	_
the	_	_
capital	ARGM-MNR	_
to	_	_
open	_	_
my	_	_
own	_	_
shop	ARG1	_
?	_	_
there	_	_
will	ARGM-MOD	ARGM-MOD
be	_	_
talent	ARG1	ARG1
and	_	_
opportunity	_	_
a	_	_
plenty	_	_
on	_	_
the	_	_
market	ARGM-LOC	_
soon	ARGM-TMP	_
.	_	_
I	ARG0	ARG0
'll	ARGM-MOD	ARGM-MOD
ask	_	_
around	ARGM-LOC	ARG2
?	_	_
I	_	ARG0
've	_	_
got	_	_
some	_	_
friends	_	_
at	_	_
Duke	_	_
and	_	_
Dynegy	_	_
from	_	_
B	_	_
-	_	_
school	_	_
,	_	_
the	_	_
Gianoucous	_	_
(	_	_
spelling	_	_
)	_	_
brothers	_	_
(	_	_
John	_	_
and	_	_
Dimitri	_	_
?	_	_
from	_	_
elementary	_	_
school	_	_
)	_	_
started	_	_
their	_	_
own	_	_
outfit	_	_
a	_	_
while	_	_
back	_	_
,	_	_
and	_	_
my	_	_
old	_	_
man	_	_
is	_	_
at	_	_
Schlumberger	_	_
and	_	_
has	_	_
good	_	_
contacts	_	_
in	_	_
general	_	_
(	_	_
if	_	_
you	_	_
are	_	_
n't	_	_
married	_	_
to	_	_
a	_	_
trading	_	_
environment	_	_
)	_	_
.	_	_
I	ARG0	_
've	_	_
got	_	_
some	_	_
friends	ARG1	_
at	_	_
Duke	_	_
and	_	_
Dynegy	_	_
from	_	_
B	_	_
-	_	_
school	_	_
,	_	_
the	_	_
Gianoucous	_	_
(	_	_
spelling	_	_
)	_	_
brothers	ARG1	_
(	_	_
John	_	_
and	_	_
Dimitri	_	_
?	_	_
from	_	_
elementary	_	_
school	_	_
)	_	_
started	_	_
their	_	_
own	_	_
outfit	_	_
a	_	_
while	_	_
back	_	_
,	_	_
and	_	_
my	_	_
old	_	_
man	_	_
is	_	_
at	_	_
Schlumberger	_	_
and	_	_
has	_	_
good	_	_
contacts	_	_
in	_	_
general	_	_
(	_	_
if	_	_
you	_	_
are	_	_
n't	_	_
married	_	_
to	_	_
a	_	_
trading	_	_
environment	_	_
)	_	_
.	_	_
I	_	_
've	_	_
got	_	_
some	_	_
friends	_	_
at	_	_
Duke	_	_
and	_	_
Dynegy	_	_
from	_	_
B	_	_
-	_	_
school	_	_
,	_	_
the	_	_
Gianoucous	_	_
(	_	_
spelling	_	_
)	_	_
brothers	_	_
(	_	_
John	_	_
and	_	_
Dimitri	_	_
?	_	_
from	_	_
elementary	_	_
school	_	_
)	_	_
started	_	_
their	_	_
own	_	_
outfit	_	_
a	_	_
while	_	_
back	_	_
,	_	_
and	_	_
my	_	_
old	_	_
man	_	_
is	_	_
at	_	_
Schlumberger	_	_
and	_	_
has	_	_
good	_	_
contacts	_	_
in	_	_
general	_	_
(	_	_
if	_	_
you	_	_
are	_	_
n't	_	_
married	_	_
to	_	_
a	_	_
trading	_	_
environment	_	_
)	_	_
.	_	_
I	_	_
've	_	_
got	_	_
some	_	_
friends	_	_
at	_	_
Duke	_	_
and	_	_
Dynegy	_	_
from	_	_
B	_	_
-	_	_
school	_	_
,	_	_
the	_	_
Gianoucous	_	_
(	_	_
spelling	_	_
)	_	_
brothers	_	_
(	_	_
John	ARG0	_
and	_	_
Dimitri	_	_
?	_	_
from	_	_
elementary	_	_
school	_	_
)	_	_
started	_	_
their	_	_
own	_	_
outfit	ARG1	_
a	_	_
while	_	_
back	ARGM-TMP	_
,	_	_
and	_	_
my	_	_
old	_	_
man	_	_
is	_	_
at	_	_
Schlumberger	_	_
and	_	_
has	_	_
good	_	_
contacts	_	_
in	_	_
general	_	_
(	_	_
if	_	_
you	_	_
are	_	_
n't	_	_
married	_	_
to	_	_
a	_	_
trading	_	_
environment	_	_
)	_	_
.	_	_
I	_	_
've	_	_
got	_	_
some	_	_
friends	_	_
at	_	_
Duke	_	_
and	_	_
Dynegy	_	_
from	_	_
B	_	_
-	_	_
school	_	_
,	_	_
the	_	_
Gianoucous	_	_
(	_	_
spelling	_	_
)	_	_
brothers	_	_
(	_	_
John	_	_
and	_	_
Dimitri	_	_
?	_	_
from	_	_
elementary	_	_
school	_	_
)	_	_
started	_	_
their	_	_
own	_	_
outfit	_	_
a	_	_
while	_	_
back	_	_
,	_	_
and	_	_
my	_	_
old	_	_
man	ARG1	_
is	_	_
at	_	_
Schlumberger	ARG2	_
and	_	_
has	_	_
good	_	_
contacts	_	_
in	_	_
general	_	_
(	_	_
if	_	_
you	_	_
are	_	_
n't	_	_
married	_	_
to	_	_
a	_	_
trading	_	_
environment	_	_
)	_	_
.	_	_
I	_	_
've	_	_
got	_	_
some	_	_
friends	_	_
at	_	_
Duke	_	_
and	_	_
Dynegy	_	_
from	_	_
B	_	_
-	_	_
school	_	_
,	_	_
the	_	_
Gianoucous	_	_
(	_	_
spelling	_	_
)	_	_
brothers	_	_
(	_	_
John	_	_
and	_	_
Dimitri	_	_
?	_	_
from	_	_
elementary	_	_
school	_	_
)	_	_
started	_	_
their	_	_
own	_	_
outfit	_	_
a	_	_
while	_	_
back	_	_
,	_	_
and	_	_
my	_	_
old	_	_
man	ARG0	_
is	_	_
at	_	_
Schlumberger	_	_
and	_	_
has	_	_
good	_	_
contacts	ARG1	_
in	_	_
general	ARGM-ADV	_
(	_	_
if	_	_
you	_	_
are	_	_
n't	_	_
married	ARGM-ADV	_
to	_	_
a	_	_
trading	_	_
environment	_	_
)	_	_
.	_	_
I	_	_
've	_	_
got	_	_
some	_	_
friends	_	_
at	_	_
Duke	_	_
and	_	_
Dynegy	_	_
from	_	_
B	_	_
-	_	_
school	_	_
,	_	_
the	_	_
Gianoucous	_	_
(	_	_
spelling	_	_
)	_	_
brothers	_	_
(	_	_
John	_	_
and	_	_
Dimitri	_	_
?	_	_
from	_	_
elementary	_	_
school	_	_
)	_	_
started	_	_
their	_	_
own	_	_
outfit	_	_
a	_	_
while	_	_
back	_	_
,	_	_
and	_	_
my	_	_
old	_	_
man	_	_
is	_	_
at	_	_
Schlumberger	_	_
and	_	_
has	_	_
good	ARGM-ADJ	_
contacts	_	_
in	_	_
general	_	_
(	_	_
if	_	_
you	_	_
are	_	_
n't	_	_
married	_	_
to	_	_
a	_	_
trading	_	_
environment	_	_
)	_	_
.	_	_
I	_	_
've	_	_
got	_	_
some	_	_
friends	_	_
at	_	_
Duke	_	_
and	_	_
Dynegy	_	_
from	_	_
B	_	_
-	_	_
school	_	_
,	_	_
the	_	_
Gianoucous	_	_
(	_	_
spelling	_	_
)	_	_
brothers	_	_
(	_	_
John	_	_
and	_	_
Dimitri	_	_
?	_	_
from	_	_
elementary	_	_
school	_	_
)	_	_
started	_	_
their	_	_
own	_	_
outfit	_	_
a	_	_
while	_	_
back	_	_
,	_	_
and	_	_
my	_	_
old	_	_
man	_	_
is	_	_
at	_	_
Schlumberger	_	_
and	_	_
has	_	_
good	_	_
contacts	_	_
in	_	_
general	_	_
(	_	_
if	_	_
you	ARG1	_
are	_	_
n't	ARGM-NEG	_
married	ARG2	_
to	_	_
a	_	_
trading	_	_
environment	_	_
)	_	_
.	_	_
I	_	_
've	_	_
got	_	_
some	_	_
friends	_	_
at	_	_
Duke	_	_
and	_	_
Dynegy	_	_
from	_	_
B	_	_
-	_	_
school	_	_
,	_	_
the	_	_
Gianoucous	_	_
(	_	_
spelling	_	_
)	_	_
brothers	_	_
(	_	_
John	_	_
and	_	_
Dimitri	_	_
?	_	_
from	_	_
elementary	_	_
school	_	_
)	_	_
started	_	_
their	_	_
own	_	_
outfit	_	_
a	_	_
while	_	_
back	_	_
,	_	_
and	_	_
my	_	_
old	_	_
man	_	_
is	_	_
at	_	_
Schlumberger	_	_
and	_	_
has	_	_
good	_	_
contacts	_	_
in	_	_
general	_	_
(	_	_
if	_	_
you	ARG1	_
are	_	_
n't	ARGM-NEG	ARGM-NEG
married	_	_
to	_	_
a	_	_
trading	_	_
environment	ARG2	_
)	_	_
.	_	_
Give	_	_
me	ARG2	ARG2
a	_	_
few	_	_
days	ARG1	_
,	_	_
and	_	_
I	_	_
'll	_	_
be	_	_
in	_	_
touch	_	_
.	_	_
Give	_	_
me	_	_
a	_	_
few	_	_
days	_	_
,	_	_
and	_	_
I	ARG1	_
'll	ARGM-MOD	ARGM-MOD
be	_	_
in	_	_
touch	ARG2	_
.	_	_
Give	_	_
me	_	_
a	_	_
few	_	_
days	_	_
,	_	_
and	_	_
I	_	_
'll	_	_
be	_	_
in	_	_
touch	_	_
.	_	_
you	_	_
guys	ARG0	ARG0
have	_	_
any	_	_
job	_	_
opening	ARG1	_
for	_	_
ex	_	_
natural	_	_
gas	_	_
traders	_	_
that	_	_
made	_	_
their	_	_
now	_	_
almost	_	_
defunctc	_	_
ompany	_	_
over	_	_
40	_	_
million	_	_
in	_	_
the	_	_
last	_	_
two	_	_
years	_	_
?	_	_
you	_	_
guys	_	_
have	_	_
any	_	_
job	ARG1	_
opening	_	_
for	_	_
ex	_	_
natural	_	_
gas	_	_
traders	ARG3	_
that	_	_
made	_	_
their	_	_
now	_	_
almost	_	_
defunctc	_	_
ompany	_	_
over	_	_
40	_	_
million	_	_
in	_	_
the	_	_
last	_	_
two	_	_
years	_	_
?	_	_
you	_	_
guys	_	_
have	_	_
any	_	_
job	_	_
opening	_	_
for	_	_
ex	_	_
natural	_	_
gas	_	_
traders	ARG0	_
that	R-ARG0	_
made	_	_
their	_	_
now	_	_
almost	_	_
defunctc	_	_
ompany	ARGM-GOL	_
over	_	_
40	_	_
million	ARG1	_
in	_	_
the	_	_
last	_	_
two	_	_
years	ARGM-TMP	_
?	_	_
not	_	_
sure	_	_
how	_	_
much	_	_
longer	_	_
ene	_	_
is	_	_
going	_	ARG1
to	_	_
be	_	_
around	_	_
and	_	_
i	_	_
'm	_	_
checking	_	_
out	_	_
my	_	_
options	_	_
!	_	_
not	_	_
sure	_	_
how	_	_
much	_	_
longer	_	_
ene	_	_
is	_	_
going	_	_
to	_	_
be	_	_
around	_	_
and	_	_
i	_	_
'm	_	_
checking	_	_
out	_	_
my	_	_
options	_	_
!	_	_
not	_	_
sure	_	_
how	_	_
much	ARGM-TMP	_
longer	_	_
ene	ARG1	_
is	_	_
going	_	_
to	_	_
be	_	_
around	ARG2	ARG2
and	_	_
i	_	_
'm	_	_
checking	_	_
out	_	_
my	_	_
options	_	_
!	_	_
not	_	_
sure	_	_
how	_	_
much	_	_
longer	_	_
ene	_	_
is	_	_
going	_	_
to	_	_
be	_	_
around	_	_
and	_	_
i	_	ARG0
'm	_	_
checking	_	_
out	_	_
my	_	_
options	_	_
!	_	_
not	_	_
sure	_	_
how	_	_
much	_	_
longer	_	_
ene	_	_
is	_	_
going	_	_
to	_	_
be	_	_
around	_	_
and	_	_
i	ARG0	_
'm	_	_
checking	_	_
out	_	_
my	_	_
options	ARG1	_
!	_	_
As	_	_
we	ARG0	ARG0
discussed	_	_
,	_	_
here	_	ARG2
is	_	_
a	_	_
first	_	_
effort	_	_
at	_	_
a	_	_
revised	_	_
TVA	_	_
offer	_	_
letter	_	_
.	_	_
As	_	_
we	_	_
discussed	ARGM-ADV	_
,	_	_
here	ARG2	ARG2
is	_	_
a	_	_
first	_	_
effort	ARG1	_
at	_	_
a	_	_
revised	_	_
TVA	_	_
offer	_	_
letter	_	_
.	_	_
As	_	_
we	_	_
discussed	_	_
,	_	_
here	_	ARG2
is	_	_
a	_	_
first	ARGM-TMP	ARGM-TMP
effort	_	_
at	_	_
a	_	_
revised	_	_
TVA	_	_
offer	_	_
letter	ARG1	_
.	_	_
I	ARG0	ARG0
drafted	_	_
the	_	_
Into	_	_
TVA	_	_
Option	ARG1	_
as	_	_
a	_	_
series	ARGM-PRD	_
of	_	_
calls	_	_
tied	_	_
to	_	_
the	_	_
MOPA	_	_
delivery	_	_
term	_	_
and	_	_
quantity	_	_
-	_	_
not	_	_
sure	_	_
if	_	_
this	_	_
anything	_	_
close	_	_
to	_	_
what	_	_
you	_	_
all	_	_
had	_	_
in	_	_
mind	_	_
.	_	_
I	_	_
drafted	_	_
the	_	_
Into	_	_
TVA	_	_
Option	_	_
as	_	_
a	_	_
series	_	_
of	_	_
calls	_	_
tied	_	_
to	_	_
the	_	_
MOPA	_	_
delivery	_	_
term	_	_
and	_	_
quantity	_	_
-	_	_
not	_	_
sure	_	_
if	_	_
this	_	_
anything	_	_
close	_	_
to	_	_
what	_	_
you	_	_
all	_	_
had	_	_
in	_	_
mind	_	_
.	_	_
I	_	_
drafted	_	_
the	_	_
Into	_	_
TVA	_	_
Option	_	_
as	_	_
a	_	_
series	_	_
of	_	_
calls	ARG1	_
tied	_	_
to	_	_
the	_	_
MOPA	_	_
delivery	_	_
term	ARG2	_
and	_	_
quantity	_	_
-	_	_
not	_	_
sure	_	_
if	_	_
this	_	_
anything	_	_
close	_	_
to	_	_
what	_	_
you	_	_
all	_	_
had	_	_
in	_	_
mind	_	_
.	_	_
I	_	_
drafted	_	_
the	_	_
Into	_	_
TVA	_	_
Option	_	_
as	_	_
a	_	_
series	_	_
of	_	_
calls	_	_
tied	_	_
to	_	_
the	_	_
MOPA	_	_
delivery	_	_
term	_	_
and	_	_
quantity	_	_
-	_	_
not	_	_
sure	_	_
if	_	_
this	_	_
anything	_	_
close	_	_
to	_	_
what	ARG1	_
you	ARG0	_
all	_	_
had	_	_
in	_	_
mind	ARGM-LOC	_
.	_	_
Please	ARGM-DIS	ARGM-DIS
let	_	_
me	ARG1	ARG1
know	ARG1	_
what	_	_
shape	_	_
you	_	_
all	_	_
think	_	_
the	_	_
offer	_	_
ought	_	_
to	_	_
take	_	_
and	_	_
we	_	_
can	_	_
revise	_	_
accordingly	_	_
.	_	_
Please	_	_
let	_	_
me	ARG0	ARG0
know	_	_
what	_	_
shape	_	_
you	_	_
all	_	_
think	ARG1	_
the	_	_
offer	_	_
ought	_	_
to	_	_
take	_	_
and	_	_
we	_	_
can	_	_
revise	_	_
accordingly	_	_
.	_	_
Please	_	_
let	_	_
me	_	_
know	_	_
what	ARG2	_
shape	_	_
you	_	_
all	_	_
think	_	_
the	_	_
offer	ARG1	_
ought	ARGM-MOD	_
to	_	_
take	ARGM-LVB	_
and	_	_
we	_	_
can	_	_
revise	_	_
accordingly	_	_
.	_	_
Please	_	_
let	_	_
me	_	_
know	_	_
what	_	_
shape	_	_
you	ARG0	_
all	_	_
think	_	_
the	_	_
offer	_	_
ought	ARG1	_
to	_	_
take	_	_
and	_	_
we	_	_
can	_	_
revise	_	_
accordingly	_	_
.	_	_
Please	_	_
let	_	_
me	_	_
know	_	_
what	_	_
shape	_	_
you	_	_
all	_	_
think	_	_
the	_	_
offer	_	_
ought	_	_
to	_	_
take	_	_
and	_	_
we	_	_
can	_	_
revise	_	_
accordingly	_	_
.	_	_
Please	_	_
let	_	_
me	_	_
know	_	_
what	_	_
shape	ARGM-PRR	_
you	_	_
all	_	_
think	_	_
the	_	_
offer	_	_
ought	_	_
to	_	_
take	_	_
and	_	_
we	_	_
can	_	_
revise	_	_
accordingly	_	_
.	_	_
Please	_	_
let	_	_
me	_	_
know	_	_
what	_	_
shape	_	_
you	_	_
all	_	_
think	_	_
the	_	_
offer	_	_
ought	_	_
to	_	_
take	_	_
and	_	_
we	ARG0	_
can	ARGM-MOD	ARGM-MOD
revise	_	_
accordingly	ARGM-MNR	_
.	_	_
Elizabeth	_	_
36349	_	_
see	_	_
you	ARG1	ARG1
there	ARGM-LOC	_
at	_	_
4:00	ARGM-TMP	_
unless	_	_
I	_	_
call	ARGM-ADV	_
you	_	_
see	_	_
you	_	ARG1
there	_	_
at	_	_
4:00	_	_
unless	_	_
I	ARG0	ARG0
call	_	_
you	ARG1	_
Mark	_	_
E	_	_
Haedicke	_	_
Sent	_	_
by	_	_
:	_	_
Janette	ARG0	_
Elbertson	_	_
02/28/2001	_	_
03:16	_	_
PM	_	_
Please	ARGM-DIS	ARGM-DIS
use	_	_
the	_	_
form	ARG1	_
attached	_	_
when	_	_
preparing	ARGM-TMP	_
the	_	_
top	_	_
ten	_	_
risks	_	_
for	_	_
your	_	_
businesses	_	_
.	_	_
Please	_	_
use	_	_
the	_	_
form	ARG1	ARG1
attached	_	_
when	_	_
preparing	_	_
the	_	_
top	_	_
ten	_	_
risks	_	_
for	_	_
your	_	_
businesses	_	_
.	_	_
Please	_	_
use	_	_
the	_	_
form	_	_
attached	_	_
when	ARGM-TMP	ARGM-TMP
preparing	_	_
the	_	_
top	_	_
ten	_	_
risks	ARG1	_
for	_	_
your	_	_
businesses	_	_
.	_	_
Please	_	_
use	_	_
the	_	_
form	_	_
attached	_	_
when	_	_
preparing	_	_
the	_	_
top	ARGM-ADJ	_
ten	_	_
risks	_	_
for	_	_
your	_	_
businesses	ARG0	_
.	_	_
Please	ARGM-DIS	ARGM-DIS
be	_	_
brief	ARG2	ARG2
!	_	_
Mark	_	_
E	_	_
Haedicke	_	_
Sent	_	_
by	_	_
:	_	_
Janette	ARG0	_
Elbertson	_	_
02/28/2001	_	_
04:41	_	_
PM	_	_
Please	ARGM-DIS	ARGM-DIS
update	_	_
the	_	_
attached	_	_
Legal	_	_
Risk	_	_
Report	ARG1	ARG1
.	_	_
Please	_	_
update	_	_
the	_	_
attached	_	_
Legal	ARGM-ADJ	ARGM-ADJ
Risk	_	_
Report	_	ARG1
.	_	_
Please	_	_
update	_	_
the	_	_
attached	ARGM-PRD	_
Legal	_	_
Risk	ARG1	_
Report	_	_
.	_	_
Send	_	_
the	_	_
revised	_	_
report	ARG1	_
by	_	_
e-mail	ARGM-MNR	_
.	_	_
Send	_	_
the	_	_
revised	ARGM-PRD	ARGM-ADJ
report	_	_
by	_	_
e-mail	_	_
.	_	_
Thank	_	_
you	ARG1	ARG1
.	_	_
Mike	_	_
Curry	_	_
11/14/2000	_	_
11:37	_	_
AM	_	_
With	_	_
Elizabeth	ARG0	_
's	_	_
comments	_	_
added	_	_
to	_	_
summary	_	_
...	_	_
With	_	_
Elizabeth	_	_
's	_	_
comments	ARG1	ARG1
added	_	_
to	_	_
summary	ARG2	_
...	_	_
yuk	_	_
.	_	_
so	_	_
sorry	_	_
to	_	_
have	_	_
to	_	_
cancel	_	_
so	_	_
sorry	_	_
to	_	_
have	_	_
to	_	_
cancel	_	_
that	_	_
deal	_	_
is	_	_
making	_	_
like	_	_
it	_	_
wants	_	_
to	_	_
close	_	_
and	_	_
the	_	_
traders	_	_
scheduled	_	_
a	_	_
430	_	_
call	_	_
to	_	_
wrap	_	_
it	_	_
up	_	_
that	_	_
deal	_	ARG1
is	_	_
making	_	_
like	_	_
it	_	_
wants	_	_
to	_	_
close	_	_
and	_	_
the	_	_
traders	_	_
scheduled	_	_
a	_	_
430	_	_
call	_	_
to	_	_
wrap	_	_
it	_	_
up	_	_
that	_	_
deal	ARG1	_
is	_	_
making	_	_
like	_	_
it	_	_
wants	ARG2	_
to	_	_
close	_	_
and	_	_
the	_	_
traders	_	_
scheduled	_	_
a	_	_
430	_	_
call	_	_
to	_	_
wrap	_	_
it	_	_
up	_	_
that	_	_
deal	_	_
is	_	_
making	_	_
like	_	_
it	ARG0	ARG0
wants	_	_
to	_	_
close	ARG1	_
and	_	_
the	_	_
traders	_	_
scheduled	_	_
a	_	_
430	_	_
call	_	_
to	_	_
wrap	_	_
it	_	ARG1
up	_	_
that	_	_
deal	_	_
is	_	_
making	_	_
like	_	_
it	ARG1	_
wants	_	_
to	_	_
close	_	_
and	_	_
the	_	_
traders	_	_
scheduled	_	_
a	_	_
430	_	_
call	_	_
to	_	_
wrap	_	_
it	_	_
up	_	_
that	_	_
deal	_	_
is	_	_
making	_	_
like	_	_
it	_	_
wants	_	_
to	_	_
close	_	_
and	_	_
the	_	_
traders	ARG0	_
scheduled	_	_
a	_	_
430	_	_
call	ARG1	_
to	_	_
wrap	_	_
it	_	_
up	_	_
that	_	_
deal	_	_
is	_	_
making	_	_
like	_	_
it	_	_
wants	_	_
to	_	_
close	_	_
and	_	_
the	_	_
traders	_	_
scheduled	_	_
a	_	_
430	ARGM-TMP	_
call	_	_
to	_	_
wrap	ARGM-PRP	_
it	_	_
up	_	_
that	_	_
deal	_	_
is	_	_
making	_	_
like	_	_
it	_	ARG1
wants	_	_
to	_	_
close	_	_
and	_	_
the	_	_
traders	_	_
scheduled	_	_
a	_	_
430	_	_
call	ARGM-MNR	_
to	_	_
wrap	_	_
it	ARG1	ARG1
up	C-V	_
do	_	_
n't	_	_
they	_	_
know	_	_
we	_	_
have	_	_
better	_	_
things	_	_
to	_	_
do	_	_
do	_	_
n't	ARGM-NEG	_
they	ARG0	ARG0
know	_	_
we	_	_
have	ARG1	_
better	_	_
things	_	_
to	_	_
do	_	_
do	_	_
n't	_	_
they	_	_
know	_	_
we	ARG0	ARG0
have	_	_
better	_	_
things	ARG1	_
to	_	_
do	_	_
do	_	_
n't	_	_
they	_	_
know	_	_
we	_	_
have	_	_
better	_	_
things	ARG1	_
to	_	_
do	_	_
here	ARG1	_
is	_	_
to	_	_
getting	ARG2	_
back	_	_
on	_	_
track	_	_
after	_	_
thanksgiving	_	_
here	_	_
is	_	_
to	_	_
getting	_	_
back	_	ARGM-DIR
on	_	_
track	ARG2	_
after	_	_
thanksgiving	ARGM-TMP	_
sorry	_	_
again	_	_
per	_	_
my	_	_
vm	_	_
John	_	_
Lamb@ENRON	_	_
11/15/2000	_	_
11:58	_	_
AM	_	_
Attached	_	_
are	_	_
clean	_	_
and	_	_
blacklined	_	_
drafts	ARG1	_
of	_	_
the	_	_
Enron	_	_
guaranties	_	_
to	_	_
be	_	_
made	_	_
in	_	_
support	_	_
of	_	_
EPMI	_	_
's	_	_
obligations	_	_
under	_	_
the	_	_
Indian	_	_
Mesa	_	_
II	_	_
Renewable	_	_
Energy	_	_
Purchase	_	_
Agreement	_	_
(	_	_
"	_	_
PPA	_	_
"	_	_
)	_	_
and	_	_
Green	_	_
Premium	_	_
Sharing	_	_
Agreement	_	_
(	_	_
"	_	_
GSPA	_	_
"	_	_
)	_	_
.?	_	_
Attached	_	_
are	_	_
clean	_	_
and	_	_
blacklined	_	_
drafts	_	_
of	_	_
the	_	_
Enron	_	_
guaranties	_	_
to	_	_
be	_	_
made	_	_
in	_	_
support	_	_
of	_	_
EPMI	_	_
's	_	_
obligations	_	_
under	_	_
the	_	_
Indian	_	_
Mesa	_	_
II	_	_
Renewable	_	_
Energy	_	_
Purchase	_	_
Agreement	_	_
(	_	_
"	_	_
PPA	_	_
"	_	_
)	_	_
and	_	_
Green	_	_
Premium	_	_
Sharing	_	_
Agreement	_	_
(	_	_
"	_	_
GSPA	_	_
"	_	_
)	_	_
.?	_	_
Attached	_	_
are	_	_
clean	_	_
and	_	_
blacklined	_	_
drafts	_	_
of	_	_
the	_	_
Enron	ARG0	_
guaranties	_	_
to	_	_
be	_	_
made	ARGM-LVB	_
in	_	_
support	ARGM-ADV	_
of	_	_
EPMI	_	_
's	_	_
obligations	_	_
under	_	_
the	_	_
Indian	_	_
Mesa	_	_
II	_	_
Renewable	_	_
Energy	_	_
Purchase	_	_
Agreement	ARGM-ADV	_
(	_	_
"	_	_
PPA	_	_
"	_	_
)	_	_
and	_	_
Green	_	_
Premium	_	_
Sharing	_	_
Agreement	_	_
(	_	_
"	_	_
GSPA	_	_
"	_	_
)	_	_
.?	_	_
Attached	_	_
are	_	_
clean	_	_
and	_	_
blacklined	_	_
drafts	_	_
of	_	_
the	_	_
Enron	_	_
guaranties	_	_
to	_	_
be	_	_
made	_	_
in	_	_
support	_	_
of	_	_
EPMI	_	_
's	_	_
obligations	_	_
under	_	_
the	_	_
Indian	_	_
Mesa	_	_
II	_	_
Renewable	_	_
Energy	_	_
Purchase	_	_
Agreement	_	_
(	_	_
"	_	_
PPA	_	_
"	_	_
)	_	_
and	_	_
Green	_	_
Premium	_	_
Sharing	_	_
Agreement	_	_
(	_	_
"	_	_
GSPA	_	_
"	_	_
)	_	_
.?	_	_
Attached	_	_
are	_	_
clean	_	_
and	_	_
blacklined	_	_
drafts	_	_
of	_	_
the	_	_
Enron	_	_
guaranties	ARGM-PRR	_
to	_	_
be	_	_
made	_	_
in	_	_
support	_	_
of	_	_
EPMI	_	_
's	_	_
obligations	_	_
under	_	_
the	_	_
Indian	_	_
Mesa	_	_
II	_	_
Renewable	_	_
Energy	_	_
Purchase	_	_
Agreement	_	_
(	_	_
"	_	_
PPA	_	_
"	_	_
)	_	_
and	_	_
Green	_	_
Premium	_	_
Sharing	_	_
Agreement	_	_
(	_	_
"	_	_
GSPA	_	_
"	_	_
)	_	_
.?	_	_
Attached	_	_
are	_	_
clean	_	_
and	_	_
blacklined	_	_
drafts	_	_
of	_	_
the	_	_
Enron	_	_
guaranties	_	_
to	_	_
be	_	_
made	_	_
in	_	_
support	_	_
of	_	_
EPMI	_	_
's	_	_
obligations	ARG1	_
under	_	_
the	_	_
Indian	_	_
Mesa	_	_
II	_	_
Renewable	_	_
Energy	_	_
Purchase	_	_
Agreement	_	_
(	_	_
"	_	_
PPA	_	_
"	_	_
)	_	_
and	_	_
Green	_	_
Premium	_	_
Sharing	_	_
Agreement	_	_
(	_	_
"	_	_
GSPA	_	_
"	_	_
)	_	_
.?	_	_
Attached	_	_
are	_	_
clean	_	_
and	_	_
blacklined	_	_
drafts	_	_
of	_	_
the	_	_
Enron	_	_
guaranties	_	_
to	_	_
be	_	_
made	_	_
in	_	_
support	_	_
of	_	_
EPMI	ARG1	_
's	_	_
obligations	_	_
under	_	_
the	_	_
Indian	_	_
Mesa	_	_
II	_	_
Renewable	_	_
Energy	_	_
Purchase	_	_
Agreement	_	_
(	_	_
"	_	_
PPA	_	_
"	_	_
)	_	_
and	_	_
Green	_	_
Premium	_	_
Sharing	_	_
Agreement	_	_
(	_	_
"	_	_
GSPA	_	_
"	_	_
)	_	_
.?	_	_
The	_	_
guaranty	_	_
for	_	_
the	_	_
PPA	_	_
is	_	_
blacklined	_	_
against	_	_
the	_	_
Enron	_	_
EPC	_	_
Contract	_	_
guaranty	_	_
in	_	_
favor	_	_
of	_	_
the	_	_
banks	_	_
which	_	_
was	_	_
granted	_	_
in	_	_
connection	_	_
with	_	_
our	_	_
Cabazon	_	_
Wind	_	_
Power	_	_
Project	_	_
(	_	_
the	_	_
