word	gold	predict
Tamil	_	_
Nadu	_	_
and	_	_
the	_	_
Jaffna	_	_
peninsula	_	_
but	_	_
also	_	_
among	_	_
the	_	_
Sinhalese	_	_
majority	_	_
who	_	_
considered	_	_
it	_	_
a	_	_
violation	_	_
of	_	_
their	_	_
country	_	_
's	_	_
sovereignty	_	_
.	_	_
Apart	ARGM-ADV	_
from	_	_
the	_	_
1,200	_	_
Indian	_	_
lives	_	_
lost	_	_
in	_	_
1987	_	_
,	_	_
the	_	_
Indian	_	_
peacekeeping	_	_
force	ARG1	_
was	_	_
immensely	_	_
unpopular	ARG2	_
not	_	_
only	_	_
in	_	_
Tamil	_	_
Nadu	ARGM-ADV	_
and	_	_
the	_	_
Jaffna	_	_
peninsula	_	_
but	_	_
also	_	_
among	_	_
the	_	_
Sinhalese	_	_
majority	_	_
who	_	_
considered	_	_
it	_	_
a	_	_
violation	_	_
of	_	_
their	_	_
country	_	_
's	_	_
sovereignty	_	_
.	_	_
Apart	_	_
from	_	_
the	_	_
1,200	_	_
Indian	_	_
lives	_	_
lost	_	_
in	_	_
1987	_	_
,	_	_
the	_	_
Indian	_	_
peacekeeping	_	_
force	_	_
was	_	_
immensely	_	_
unpopular	_	_
not	_	_
only	_	_
in	_	_
Tamil	_	_
Nadu	_	_
and	_	_
the	_	_
Jaffna	_	_
peninsula	_	_
but	_	_
also	_	_
among	_	_
the	_	_
Sinhalese	_	_
majority	ARG0	_
who	R-ARG0	_
considered	_	_
it	ARG1	_
a	_	_
violation	ARG1	_
of	_	_
their	_	_
country	_	_
's	_	_
sovereignty	_	_
.	_	_
Apart	_	_
from	_	_
the	_	_
1,200	_	_
Indian	_	_
lives	_	_
lost	_	_
in	_	_
1987	_	_
,	_	_
the	_	_
Indian	_	_
peacekeeping	_	_
force	_	_
was	_	_
immensely	_	_
unpopular	_	_
not	_	_
only	_	_
in	_	_
Tamil	_	_
Nadu	_	_
and	_	_
the	_	_
Jaffna	_	_
peninsula	_	_
but	_	_
also	_	_
among	_	_
the	_	_
Sinhalese	_	_
majority	_	_
who	_	_
considered	_	_
it	_	_
a	_	_
violation	_	_
of	_	_
their	_	_
country	_	_
's	_	_
sovereignty	ARG1	_
.	_	_
The	_	_
best	_	_
option	ARG1	_
,	_	_
now	ARGM-TMP	_
,	_	_
under	_	_
the	_	_
present	_	_
difficult	_	_
circumstances	ARGM-ADV	_
is	_	_
for	_	_
Colombo	_	_
to	_	_
do	ARG2	_
its	_	_
own	_	_
dirty	_	_
work	_	_
,	_	_
although	_	_
New	_	_
Delhi	_	_
can	_	_
always	_	_
be	_	_
counted	ARGM-ADV	_
on	_	_
to	_	_
render	_	_
good	_	_
neighborly	_	_
help	_	_
because	_	_
of	_	_
the	_	_
shared	_	_
belief	_	_
that	_	_
religion	_	_
,	_	_
ethnicity	_	_
and	_	_
language	_	_
can	_	_
not	_	_
be	_	ARGM-DIS
the	_	_
basis	_	_
for	_	_
secession	_	_
.	_	_
The	_	_
best	_	_
option	_	_
,	_	_
now	_	_
,	_	_
under	_	_
the	_	_
present	_	_
difficult	_	_
circumstances	_	_
is	_	_
for	_	_
Colombo	_	_
to	_	_
do	_	_
its	_	_
own	_	_
dirty	_	_
work	ARGM-PRR	_
,	_	_
although	_	_
New	_	_
Delhi	_	_
can	_	_
always	_	_
be	_	_
counted	_	_
on	_	_
to	_	_
render	_	_
good	_	_
neighborly	_	_
help	_	_
because	_	_
of	_	_
the	_	_
shared	_	_
belief	_	_
that	_	_
religion	_	_
,	_	_
ethnicity	_	_
and	_	_
language	_	_
can	_	_
not	_	_
be	_	_
the	_	_
basis	_	_
for	_	_
secession	_	_
.	_	_
The	_	_
best	_	_
option	_	_
,	_	_
now	_	_
,	_	_
under	_	_
the	_	_
present	_	_
difficult	_	_
circumstances	_	_
is	_	_
for	_	_
Colombo	_	_
to	_	_
do	ARGM-LVB	_
its	ARG0	_
own	ARGM-ADJ	_
dirty	ARGM-MNR	_
work	_	_
,	_	_
although	_	_
New	_	_
Delhi	_	_
can	_	_
always	_	_
be	_	_
counted	_	_
on	_	_
to	_	_
render	_	_
good	_	_
neighborly	_	_
help	_	_
because	_	_
of	_	_
the	_	_
shared	_	_
belief	_	_
that	_	_
religion	_	_
,	_	_
ethnicity	_	_
and	_	_
language	_	_
can	_	_
not	_	_
be	_	_
the	_	_
basis	_	_
for	_	_
secession	_	_
.	_	_
The	_	_
best	_	_
option	_	_
,	_	_
now	_	_
,	_	_
under	_	_
the	_	_
present	_	_
difficult	_	_
circumstances	_	_
is	_	_
for	_	_
Colombo	_	_
to	_	_
do	_	_
its	_	_
own	_	_
dirty	_	_
work	_	_
,	_	_
although	_	_
New	_	_
Delhi	_	_
can	_	_
always	_	_
be	_	_
counted	_	_
on	_	_
to	_	_
render	_	_
good	_	_
neighborly	_	_
help	_	_
because	_	_
of	_	_
the	_	_
shared	_	_
belief	_	_
that	_	_
religion	_	_
,	_	_
ethnicity	_	_
and	_	_
language	_	_
can	_	_
not	_	_
be	_	_
the	_	_
basis	_	_
for	_	_
secession	_	_
.	_	_
The	_	_
best	_	_
option	_	_
,	_	_
now	_	_
,	_	_
under	_	_
the	_	_
present	_	_
difficult	_	_
circumstances	_	_
is	_	_
for	_	_
Colombo	_	_
to	_	_
do	_	_
its	_	_
own	_	_
dirty	_	_
work	_	_
,	_	_
although	_	_
New	_	_
Delhi	ARG1	_
can	ARGM-MOD	_
always	ARGM-TMP	_
be	_	_
counted	_	_
on	C-ARG1	_
to	_	_
render	ARG2	_
good	_	_
neighborly	_	_
help	_	_
because	_	_
of	_	_
the	_	_
shared	_	_
belief	ARGM-CAU	_
that	_	_
religion	_	_
,	_	_
ethnicity	_	_
and	_	_
language	_	_
can	_	_
not	_	_
be	_	_
the	_	_
basis	_	_
for	_	_
secession	_	_
.	_	_
The	_	_
best	_	_
option	_	_
,	_	_
now	_	_
,	_	_
under	_	_
the	_	_
present	_	_
difficult	_	_
circumstances	_	_
is	_	_
for	_	_
Colombo	_	_
to	_	_
do	_	_
its	_	_
own	_	_
dirty	_	_
work	_	_
,	_	_
although	_	_
New	_	_
Delhi	ARG0	_
can	_	_
always	_	_
be	_	_
counted	_	_
on	_	_
to	_	_
render	_	_
good	_	_
neighborly	_	_
help	ARG1	_
because	_	_
of	_	_
the	_	_
shared	_	_
belief	_	_
that	_	_
religion	_	_
,	_	_
ethnicity	_	_
and	_	_
language	_	_
can	_	_
not	_	_
be	_	_
the	_	_
basis	_	_
for	_	_
secession	_	_
.	_	_
The	_	_
best	_	_
option	_	_
,	_	_
now	_	_
,	_	_
under	_	_
the	_	_
present	_	_
difficult	_	_
circumstances	_	_
is	_	_
for	_	_
Colombo	_	_
to	_	_
do	_	_
its	_	_
own	_	_
dirty	_	_
work	_	_
,	_	_
although	_	_
New	_	_
Delhi	_	_
can	_	_
always	_	_
be	_	_
counted	_	_
on	_	_
to	_	_
render	_	_
good	ARGM-ADJ	_
neighborly	ARGM-ADJ	_
help	_	_
because	_	_
of	_	_
the	_	_
shared	_	_
belief	_	_
that	_	_
religion	_	_
,	_	_
ethnicity	_	_
and	_	_
language	_	_
can	_	_
not	_	_
be	_	_
the	_	_
basis	_	_
for	_	_
secession	_	_
.	_	_
The	_	_
best	_	_
option	_	_
,	_	_
now	_	_
,	_	_
under	_	_
the	_	_
present	_	_
difficult	_	_
circumstances	_	_
is	_	_
for	_	_
Colombo	_	_
to	_	_
do	_	_
its	_	_
own	_	_
dirty	_	_
work	_	_
,	_	_
although	_	_
New	_	_
Delhi	_	_
can	_	_
always	_	_
be	_	_
counted	_	_
on	_	_
to	_	_
render	_	_
good	_	_
neighborly	_	_
help	_	_
because	_	_
of	_	_
the	_	_
shared	_	_
belief	_	_
that	_	_
religion	ARG1	_
,	_	_
ethnicity	_	_
and	_	_
language	_	_
can	ARGM-MOD	_
not	ARGM-NEG	_
be	_	_
the	_	_
basis	ARG2	_
for	_	_
secession	_	_
.	_	_
The	_	_
best	_	_
option	_	_
,	_	_
now	_	_
,	_	_
under	_	_
the	_	_
present	_	_
difficult	_	_
circumstances	_	_
is	_	_
for	_	_
Colombo	_	_
to	_	_
do	_	_
its	_	_
own	_	_
dirty	_	_
work	_	_
,	_	_
although	_	_
New	_	_
Delhi	_	_
can	_	_
always	_	_
be	_	_
counted	_	_
on	_	_
to	_	_
render	_	_
good	_	_
neighborly	_	_
help	_	_
because	_	_
of	_	_
the	_	_
shared	_	_
belief	_	_
that	_	_
religion	_	_
,	_	_
ethnicity	_	_
and	_	_
language	_	_
can	_	_
not	_	_
be	_	_
the	_	_
basis	_	_
for	_	_
secession	_	_
.	_	_
In	_	_
any	_	_
case	_	_
,	_	_
Kalkat	_	_
puts	_	_
it	_	_
succinctly	_	_
:	_	_
"	_	_
There	_	_
can	_	_
not	_	_
be	_	_
a	_	_
military	_	_
option	_	_
to	_	_
what	_	_
is	_	_
a	_	_
political	_	_
situation	_	_
.	_	_
"	_	_
In	_	_
any	_	_
case	ARGM-ADV	_
,	_	_
Kalkat	ARG0	_
puts	_	_
it	ARG1	_
succinctly	ARGM-MNR	_
:	_	_
"	_	_
There	_	_
can	_	_
not	_	_
be	_	_
a	_	_
military	_	_
option	_	_
to	_	_
what	_	_
is	_	_
a	_	_
political	_	_
situation	_	_
.	_	_
"	_	_
In	_	_
any	_	_
case	_	_
,	_	_
Kalkat	_	_
puts	_	_
it	_	_
succinctly	_	_
:	_	_
"	_	_
There	_	_
can	ARGM-MOD	_
not	ARGM-NEG	_
be	_	_
a	_	_
military	_	_
option	ARG1	_
to	_	_
what	_	_
is	_	_
a	_	_
political	_	_
situation	_	_
.	_	_
"	_	_
In	_	_
any	_	_
case	_	_
,	_	_
Kalkat	_	_
puts	_	_
it	_	_
succinctly	_	_
:	_	_
"	_	_
There	_	_
can	_	_
not	_	_
be	_	_
a	_	_
military	_	_
option	ARG1	_
to	_	_
what	R-ARG1	_
is	_	_
a	_	_
political	_	_
situation	ARG2	_
.	_	_
"	_	_
Asia	_	_
Times	_	_
Online	_	_
16/11/2004	_	_
Unreported	_	_
by	_	_
the	_	_
international	_	_
media	ARG0	_
,	_	_
the	_	_
Valley	_	_
of	_	_
Kashmir	_	_
has	_	_
seen	_	_
an	_	_
ethnic	_	_
and	_	_
cultural	_	_
genocide	_	_
that	_	_
has	_	_
resulted	_	_
in	_	_
the	_	_
fleeing	_	_
from	_	_
the	_	_
valley	_	_
of	_	_
almost	_	_
all	_	_
the	_	_
Hindu	_	_
families	_	_
who	_	_
have	_	_
been	_	_
living	_	_
there	_	_
since	_	_
human	_	_
habitation	_	_
was	_	_
first	_	_
recorded	_	_
.	_	_
Unreported	_	_
by	_	_
the	_	_
international	_	_
media	_	_
,	_	_
the	_	_
Valley	_	_
of	_	_
Kashmir	_	_
has	_	_
seen	_	_
an	_	_
ethnic	_	_
and	_	_
cultural	_	_
genocide	_	_
that	_	_
has	_	_
resulted	_	_
in	_	_
the	_	_
fleeing	_	_
from	_	_
the	_	_
valley	_	_
of	_	_
almost	_	_
all	_	_
the	_	_
Hindu	_	_
families	_	_
who	_	_
have	_	_
been	_	_
living	_	_
there	_	_
since	_	_
human	_	_
habitation	_	_
was	_	_
first	_	_
recorded	_	_
.	_	_
Unreported	ARGM-ADV	_
by	_	_
the	_	_
international	_	_
media	_	_
,	_	_
the	_	_
Valley	ARG0	_
of	_	_
Kashmir	_	_
has	_	_
seen	_	_
an	_	_
ethnic	_	_
and	_	_
cultural	_	_
genocide	ARG1	_
that	_	_
has	_	_
resulted	_	_
in	_	_
the	_	_
fleeing	_	_
from	_	_
the	_	_
valley	_	_
of	_	_
almost	_	_
all	_	_
the	_	_
Hindu	_	_
families	_	_
who	_	_
have	_	_
been	_	_
living	_	_
there	_	_
since	_	_
human	_	_
habitation	_	_
was	_	_
first	_	_
recorded	_	_
.	_	_
Unreported	_	_
by	_	_
the	_	_
international	_	_
media	_	_
,	_	_
the	_	_
Valley	_	_
of	_	_
Kashmir	_	_
has	_	_
seen	_	_
an	_	_
ethnic	_	_
and	_	_
cultural	_	_
genocide	_	_
that	_	_
has	_	_
resulted	_	_
in	_	_
the	_	_
fleeing	_	_
from	_	_
the	_	_
valley	_	_
of	_	_
almost	_	_
all	_	_
the	_	_
Hindu	_	_
families	_	_
who	_	_
have	_	_
been	_	_
living	_	_
there	_	_
since	_	_
human	_	_
habitation	_	_
was	_	_
first	_	_
recorded	_	_
.	_	_
Unreported	_	_
by	_	_
the	_	_
international	_	_
media	_	_
,	_	_
the	_	_
Valley	_	_
of	_	_
Kashmir	_	_
has	_	_
seen	_	_
an	_	_
ethnic	_	_
and	_	_
cultural	_	_
genocide	ARG1	_
that	R-ARG1	_
has	_	_
resulted	_	_
in	_	_
the	_	_
fleeing	ARG2	_
from	_	_
the	_	_
valley	_	_
of	_	_
almost	_	_
all	_	_
the	_	_
Hindu	_	_
families	_	_
who	_	_
have	_	_
been	_	_
living	_	_
there	_	_
since	_	_
human	_	_
habitation	_	_
was	_	_
first	_	_
recorded	_	_
.	_	_
Unreported	_	_
by	_	_
the	_	_
international	_	_
media	_	_
,	_	_
the	_	_
Valley	_	_
of	_	_
Kashmir	_	_
has	_	_
seen	_	_
an	_	_
ethnic	_	_
and	_	_
cultural	_	_
genocide	_	_
that	_	_
has	_	_
resulted	_	_
in	_	_
the	_	_
fleeing	_	_
from	_	_
the	_	_
valley	_	_
of	_	_
almost	_	_
all	_	_
the	_	_
Hindu	_	_
families	_	_
who	_	_
have	_	_
been	_	_
living	_	_
there	_	_
since	_	_
human	_	_
habitation	_	_
was	_	_
first	_	_
recorded	_	_
.	_	_
Unreported	_	_
by	_	_
the	_	_
international	_	_
media	_	_
,	_	_
the	_	_
Valley	_	_
of	_	_
Kashmir	_	_
has	_	_
seen	_	_
an	_	_
ethnic	_	_
and	_	_
cultural	_	_
genocide	_	_
that	_	_
has	_	_
resulted	_	_
in	_	_
the	_	_
fleeing	_	_
from	_	_
the	_	_
valley	_	_
of	_	_
almost	_	_
all	_	_
the	_	_
Hindu	_	_
families	_	_
who	_	_
have	_	_
been	_	_
living	_	_
there	_	_
since	_	_
human	_	_
habitation	_	_
was	_	_
first	_	_
recorded	_	_
.	_	_
Unreported	_	_
by	_	_
the	_	_
international	_	_
media	_	_
,	_	_
the	_	_
Valley	_	_
of	_	_
Kashmir	_	_
has	_	_
seen	_	_
an	_	_
ethnic	_	_
and	_	_
cultural	_	_
genocide	_	_
that	_	_
has	_	_
resulted	_	_
in	_	_
the	_	_
fleeing	_	_
from	_	_
the	_	_
valley	_	_
of	_	_
almost	_	_
all	_	_
the	_	_
Hindu	_	_
families	ARG0	_
who	R-ARG0	_
have	_	_
been	_	_
living	_	_
there	ARGM-LOC	_
since	_	_
human	_	_
habitation	_	_
was	_	_
first	_	_
recorded	ARGM-TMP	_
.	_	_
Unreported	_	_
by	_	_
the	_	_
international	_	_
media	_	_
,	_	_
the	_	_
Valley	_	_
of	_	_
Kashmir	_	_
has	_	_
seen	_	_
an	_	_
ethnic	_	_
and	_	_
cultural	_	_
genocide	_	_
that	_	_
has	_	_
resulted	_	_
in	_	_
the	_	_
fleeing	_	_
from	_	_
the	_	_
valley	_	_
of	_	_
almost	_	_
all	_	_
the	_	_
Hindu	_	_
families	_	_
who	_	_
have	_	_
been	_	_
living	_	_
there	_	_
since	_	_
human	ARG0	_
habitation	_	_
was	_	_
first	_	_
recorded	_	_
.	_	_
Unreported	_	_
by	_	_
the	_	_
international	_	_
media	_	_
,	_	_
the	_	_
Valley	_	_
of	_	_
Kashmir	_	_
has	_	_
seen	_	_
an	_	_
ethnic	_	_
and	_	_
cultural	_	_
genocide	_	_
that	_	_
has	_	_
resulted	_	_
in	_	_
the	_	_
fleeing	_	_
from	_	_
the	_	_
valley	_	_
of	_	_
almost	_	_
all	_	_
the	_	_
Hindu	_	_
families	_	_
who	_	_
have	_	_
been	_	_
living	_	_
there	_	_
since	_	_
human	_	_
habitation	_	_
was	_	_
first	_	_
recorded	_	_
.	_	_
Unreported	_	_
by	_	_
the	_	_
international	_	_
media	_	_
,	_	_
the	_	_
Valley	_	_
of	_	_
Kashmir	_	_
has	_	_
seen	_	_
an	_	_
ethnic	_	_
and	_	_
cultural	_	_
genocide	_	_
that	_	_
has	_	_
resulted	_	_
in	_	_
the	_	_
fleeing	_	_
from	_	_
the	_	_
valley	_	_
of	_	_
almost	_	_
all	_	_
the	_	_
Hindu	_	_
families	_	_
who	_	_
have	_	_
been	_	_
living	_	_
there	_	_
since	_	_
human	_	_
habitation	ARG1	_
was	_	_
first	ARGM-TMP	_
recorded	_	_
.	_	_
Over	_	_
nine	_	_
dozen	_	_
temples	_	_
that	_	_
had	_	_
served	_	_
the	_	_
Hindu	_	_
population	_	_
have	_	_
been	_	_
destroyed	_	_
,	_	_
with	_	_
some	_	_
used	_	_
as	_	_
building	_	_
material	_	_
and	_	_
others	_	_
others	_	_
as	_	_
urinals	_	_
.	_	_
Over	_	_
nine	_	_
dozen	_	_
temples	ARG0	_
that	R-ARG0	_
had	_	_
served	_	_
the	_	_
Hindu	_	_
population	ARG2	_
have	_	_
been	_	_
destroyed	_	_
,	_	_
with	_	_
some	_	_
used	_	_
as	_	_
building	_	_
material	_	_
and	_	_
others	_	_
as	_	_
urinals	_	_
.	_	_
Over	_	_
nine	_	_
dozen	_	_
temples	_	_
that	_	_
had	_	_
served	_	_
the	_	_
Hindu	ARG2	_
population	_	_
have	_	_
been	_	_
destroyed	_	_
,	_	_
with	_	_
some	_	_
used	_	_
as	_	_
building	_	_
material	_	_
and	_	_
others	_	_
as	_	_
urinals	_	_
.	_	_
Over	_	_
nine	_	_
dozen	_	_
temples	_	_
that	_	_
had	_	_
served	_	_
the	_	_
Hindu	_	_
population	_	_
have	_	_
been	_	_
destroyed	_	_
,	_	_
with	_	_
some	_	_
used	_	_
as	_	_
building	_	_
material	_	_
and	_	_
others	_	_
as	_	_
urinals	_	_
.	_	_
Over	_	_
nine	_	_
dozen	_	_
temples	_	_
that	_	_
had	_	_
served	_	_
the	_	_
Hindu	_	_
population	_	_
have	_	_
been	_	_
destroyed	_	_
,	_	_
with	_	_
some	_	_
used	_	_
as	_	_
building	_	_
material	_	_
and	_	_
others	_	_
as	_	_
urinals	_	_
.	_	_
Over	_	_
nine	_	_
dozen	_	_
temples	ARG1	_
that	_	_
had	_	_
served	_	_
the	_	_
Hindu	_	_
population	_	_
have	_	_
been	_	_
destroyed	_	_
,	_	_
with	_	_
some	_	_
used	ARGM-ADV	_
as	_	_
building	_	_
material	_	_
and	_	_
others	_	_
as	_	_
urinals	_	_
.	_	_
Over	_	_
nine	_	_
dozen	_	_
temples	_	_
that	_	_
had	_	_
served	_	_
the	_	_
Hindu	_	_
population	_	_
have	_	_
been	_	_
destroyed	_	_
,	_	_
with	_	_
some	ARG1	_
used	_	_
as	_	_
building	_	_
material	ARG2	_
and	_	_
others	_	_
as	_	_
urinals	_	_
.	_	_
Thus	_	_
far	_	_
,	_	_
none	_	_
of	_	_
the	_	_
many	_	_
"	_	_
human	ARG1	_
rights	_	_
"	_	_
busybodies	_	_
across	_	_
the	_	_
world	_	_
have	_	_
bothered	_	_
to	_	_
even	_	_
notice	_	_
such	_	_
a	_	_
development	_	_
.	_	_
Thus	_	_
far	_	_
,	_	_
none	_	_
of	_	_
the	_	_
many	_	_
"	_	_
human	_	_
rights	_	_
"	_	_
busybodies	_	_
across	_	_
the	_	_
world	_	_
have	_	_
bothered	_	_
to	_	_
even	_	_
notice	_	_
such	_	_
a	_	_
development	_	_
.	_	_
Thus	_	_
far	ARGM-ADV	_
,	_	_
none	ARG0	_
of	_	_
the	_	_
many	_	_
"	_	_
human	_	_
rights	_	_
"	_	_
busybodies	_	_
across	_	_
the	_	_
world	_	_
have	_	_
bothered	_	_
to	_	_
even	_	_
notice	ARG1	_
such	_	_
a	_	_
development	_	_
.	_	_
Thus	_	_
far	_	_
,	_	_
none	ARG0	_
of	_	_
the	_	_
many	_	_
"	_	_
human	_	_
rights	_	_
"	_	_
busybodies	_	_
across	_	_
the	_	_
world	_	_
have	_	_
bothered	_	_
to	_	_
even	ARGM-ADV	_
notice	_	_
such	_	_
a	_	_
development	ARG1	_
.	_	_
Thus	_	_
far	_	_
,	_	_
none	_	_
of	_	_
the	_	_
many	_	_
"	_	_
human	_	_
rights	_	_
"	_	_
busybodies	_	_
across	_	_
the	_	_
world	_	_
have	_	_
bothered	_	_
to	_	_
even	_	_
notice	_	_
such	_	_
a	_	_
development	_	_
.	_	_
Musharraf	ARG0	_
calls	_	_
the	_	_
bluff	ARG1	_
M.D.	_	_
Nalapat	_	_
While	_	_
most	_	_
U.S.	_	_
secretaries	_	_
of	_	_
state	_	_
--	_	_
save	_	_
perhaps	_	_
Dean	_	_
Rusk	_	_
--	_	_
have	_	_
gobbled	_	_
up	_	_
credit	_	_
for	_	_
outcomes	_	_
that	_	_
they	_	_
had	_	_
little	_	_
to	_	_
do	_	_
with	_	_
,	_	_
few	_	_
have	_	_
been	_	_
as	_	_
brazen	_	_
as	_	_
Colin	_	_
Powell	_	_
.	_	_
While	_	_
most	_	_
U.S.	_	_
secretaries	ARG0	_
of	_	_
state	_	_
--	_	_
save	_	_
perhaps	_	_
Dean	_	_
Rusk	_	_
--	_	_
have	_	_
gobbled	_	_
up	_	_
credit	ARG1	_
for	_	_
outcomes	ARGM-PRP	_
that	_	_
they	_	_
had	_	_
little	_	_
to	_	_
do	_	_
with	_	_
,	_	_
few	_	_
have	_	_
been	_	_
as	_	_
brazen	_	_
as	_	_
Colin	_	_
Powell	_	_
.	_	_
While	_	_
most	_	_
U.S.	_	_
secretaries	_	_
of	_	_
state	_	_
--	_	_
save	_	_
perhaps	_	_
Dean	_	_
Rusk	_	_
--	_	_
have	_	_
gobbled	_	_
up	_	_
credit	_	_
for	_	_
outcomes	_	_
that	_	_
they	_	_
had	_	_
little	_	_
to	_	_
do	_	_
with	_	_
,	_	_
few	_	_
have	_	_
been	_	_
as	_	_
brazen	_	_
as	_	_
Colin	_	_
Powell	_	_
.	_	_
While	_	_
most	_	_
U.S.	_	_
secretaries	_	_
of	_	_
state	_	_
--	_	_
save	_	_
perhaps	_	_
Dean	_	_
Rusk	_	_
--	_	_
have	_	_
gobbled	_	_
up	_	_
credit	_	_
for	_	_
outcomes	_	_
that	_	_
they	ARG0	_
had	_	_
little	ARG1	_
to	_	_
do	_	_
with	_	_
,	_	_
few	_	_
have	_	_
been	_	_
as	_	_
brazen	_	_
as	_	_
Colin	_	_
Powell	_	_
.	_	_
While	_	_
most	_	_
U.S.	_	_
secretaries	_	_
of	_	_
state	_	_
--	_	_
save	_	_
perhaps	_	_
Dean	_	_
Rusk	_	_
--	_	_
have	_	_
gobbled	_	_
up	_	_
credit	_	_
for	_	_
outcomes	_	_
that	_	_
they	_	_
had	_	_
little	ARG1	_
to	_	_
do	_	_
with	C-ARG1	_
,	_	_
few	_	_
have	_	_
been	_	_
as	_	_
brazen	_	_
as	_	_
Colin	_	_
Powell	_	_
.	_	_
While	_	_
most	_	_
U.S.	_	_
secretaries	_	_
of	_	_
state	_	_
--	_	_
save	_	_
perhaps	_	_
Dean	_	_
Rusk	_	_
--	_	_
have	_	_
gobbled	_	_
up	_	_
credit	_	_
for	_	_
outcomes	_	_
that	_	_
they	_	_
had	_	_
little	_	_
to	_	_
do	_	_
with	_	_
,	_	_
few	_	_
have	_	_
been	_	_
as	_	_
brazen	_	_
as	_	_
Colin	_	_
Powell	_	_
.	_	_
While	_	_
most	_	_
U.S.	_	_
secretaries	_	_
of	_	_
state	_	_
--	_	_
save	_	_
perhaps	_	_
Dean	_	_
Rusk	_	_
--	_	_
have	_	_
gobbled	ARGM-ADV	_
up	_	_
credit	_	_
for	_	_
outcomes	_	_
that	_	_
they	_	_
had	_	_
little	_	_
to	_	_
do	_	_
with	_	_
,	_	_
few	ARG1	_
have	_	_
been	_	_
as	_	_
brazen	ARG2	_
as	_	_
Colin	_	_
Powell	_	_
.	_	_
Two	_	_
years	_	_
ago	ARGM-TMP	_
,	_	_
Pakistani	_	_
President	ARG1	_
Pervez	_	_
Musharraf	_	_
was	_	_
surprised	ARG2	_
when	_	_
the	_	_
leader	_	_
of	_	_
the	_	_
main	_	_
Islamist	_	_
alliance	_	_
--	_	_
Maulana	_	_
Fazlur	_	_
Rahman	_	_
--	_	_
visited	ARGM-TMP	_
India	_	_
and	_	_
issued	_	_
a	_	_
series	_	_
of	_	_
highly	_	_
conciliatory	_	_
statements	_	_
.	_	_
Two	_	_
years	_	_
ago	ARGM-TMP	_
,	_	_
Pakistani	_	_
President	ARG1	_
Pervez	_	_
Musharraf	_	_
was	_	_
surprised	_	_
when	_	_
the	_	_
leader	_	_
of	_	_
the	_	_
main	_	_
Islamist	_	_
alliance	_	_
--	_	_
Maulana	_	_
Fazlur	_	_
Rahman	_	_
--	_	_
visited	ARG0	_
India	_	_
and	_	_
issued	_	_
a	_	_
series	_	_
of	_	_
highly	_	_
conciliatory	_	_
statements	_	_
.	_	_
Two	_	_
years	_	_
ago	_	_
,	_	_
Pakistani	_	_
President	_	_
Pervez	_	_
Musharraf	_	_
was	_	_
surprised	_	_
when	ARGM-TMP	_
the	_	_
leader	ARG0	_
of	_	_
the	_	_
main	_	_
Islamist	_	_
alliance	_	_
--	_	_
Maulana	_	_
Fazlur	_	_
Rahman	_	_
--	_	_
visited	_	_
India	ARG1	_
and	_	_
issued	_	_
a	_	_
series	_	_
of	_	_
highly	_	_
conciliatory	_	_
statements	_	_
.	_	_
Two	_	_
years	_	_
ago	_	_
,	_	_
Pakistani	_	_
President	_	_
Pervez	_	_
Musharraf	_	_
was	_	_
surprised	_	_
when	ARGM-TMP	_
the	_	_
leader	ARG0	_
of	_	_
the	_	_
main	_	_
Islamist	_	_
alliance	_	_
--	_	_
Maulana	_	_
Fazlur	_	_
Rahman	_	_
--	_	_
visited	_	_
India	_	_
and	_	_
issued	_	_
a	_	_
series	ARG1	_
of	_	_
highly	_	_
conciliatory	_	_
statements	_	_
.	_	_
Two	_	_
years	_	_
ago	_	_
,	_	_
Pakistani	_	_
President	_	_
Pervez	_	_
Musharraf	_	_
was	_	_
surprised	_	_
when	_	_
the	_	_
leader	_	_
of	_	_
the	_	_
main	_	_
Islamist	_	_
alliance	_	_
--	_	_
Maulana	_	_
Fazlur	_	_
Rahman	_	_
--	_	_
visited	_	_
India	_	_
and	_	_
issued	_	_
a	_	_
series	_	_
of	_	_
highly	_	_
conciliatory	ARGM-ADJ	_
statements	_	_
.	_	_
As	_	_
Pakistan	_	_
's	_	_
president	_	_
had	_	_
been	_	_
telling	_	_
the	_	_
United	_	_
States	_	_
he	_	_
was	_	_
"	_	_
forced	_	_
"	_	_
into	_	_
taking	_	_
a	_	_
hawkish	_	_
line	_	_
on	_	_
India	_	_
precisely	_	_
by	_	_
the	_	_
likes	_	_
of	_	_
Rahman	_	_
,	_	_
this	_	_
was	_	_
an	_	_
embarrassment	_	_
.	_	_
As	_	_
Pakistan	_	_
's	_	_
president	_	_
had	_	_
been	_	_
telling	_	_
the	_	_
United	_	_
States	_	_
he	_	_
was	_	_
"	_	_
forced	_	_
"	_	_
into	_	_
taking	_	_
a	_	_
hawkish	_	_
line	_	_
on	_	_
India	_	_
precisely	_	_
by	_	_
the	_	_
likes	_	_
of	_	_
Rahman	_	_
,	_	_
this	_	_
was	_	_
an	_	_
embarrassment	_	_
.	_	_
As	_	_
Pakistan	_	_
's	_	_
president	ARG0	_
had	_	_
been	_	_
telling	_	_
the	_	_
United	_	_
States	ARG2	_
he	_	_
was	_	_
"	_	_
forced	ARG1	_
"	_	_
into	_	_
taking	_	_
a	_	_
hawkish	_	_
line	_	_
on	_	_
India	_	_
precisely	_	_
