word	gold	pred1	predict
page	_	False	_
on	_	False	_
the	_	False	_
Action	_	False	_
Network	_	False	_
site	ARG2	False	_
.	_	False	_
It	_	False	_
would	_	False	_
be	_	False	_
great	_	False	_
if	_	False	_
the	_	False	_
person	_	False	_
from	_	False	_
CHANT	_	False	_
who	_	False	_
started	_	False	_
this	_	False	_
page	_	False	_
would	_	False	_
put	_	False	_
up	_	False	_
a	_	False	_
short	ARGM-ADJ	False	_
description	_	False	_
of	_	False	_
the	_	False	_
campaign	ARG1	False	_
and	_	False	_
a	_	False	_
list	_	False	_
to	_	False	_
this	_	False	_
group	_	False	_
page	_	False	_
on	_	False	_
the	_	False	_
Action	_	False	_
Network	_	False	_
site	_	False	_
.	_	False	_
It	_	False	_
would	_	False	_
be	_	False	_
great	_	False	_
if	_	False	_
the	_	False	_
person	_	False	_
from	_	False	_
CHANT	_	False	_
who	_	False	_
started	_	False	_
this	_	False	_
page	_	False	_
would	_	False	_
put	_	False	_
up	_	False	_
a	_	False	_
short	_	False	_
description	_	False	_
of	_	False	_
the	_	False	_
campaign	_	False	_
and	_	False	_
a	_	False	_
list	_	False	_
to	_	False	_
this	_	False	_
group	_	False	_
page	_	False	_
on	_	False	_
the	_	False	_
Action	_	False	_
Network	_	False	_
site	_	False	_
.	_	False	_
Action	_	False	_
Network	ARG1	False	_
is	_	False	_
also	ARGM-DIS	False	_
a	_	False	_
good	_	False	_
place	ARG2	False	_
to	_	False	_
post	_	False	_
details	_	False	_
of	_	False	_
events	_	False	_
,	_	False	_
or	_	False	_
try	_	False	_
to	_	False	_
rally	_	False	_
together	_	False	_
a	_	False	_
group	_	False	_
if	_	False	_
you	_	False	_
want	_	False	_
to	_	False	_
take	_	False	_
action	_	False	_
in	_	False	_
your	_	False	_
area	_	False	_
.	_	False	_
Action	_	False	_
Network	_	False	_
is	_	False	_
also	_	False	_
a	_	False	_
good	_	False	_
place	ARG2	False	_
to	_	False	_
post	_	False	_
details	ARG1	False	_
of	_	False	_
events	_	False	_
,	_	False	_
or	_	False	_
try	_	False	_
to	_	False	_
rally	_	False	_
together	_	False	_
a	_	False	_
group	_	False	_
if	_	False	_
you	_	False	_
want	_	False	_
to	_	False	_
take	_	False	_
action	_	False	_
in	_	False	_
your	_	False	_
area	_	False	_
.	_	False	_
Action	_	False	_
Network	_	False	_
is	_	False	_
also	_	False	_
a	_	False	_
good	_	False	_
place	_	False	_
to	_	False	_
post	_	False	_
details	_	False	_
of	_	False	_
events	_	False	_
,	_	False	_
or	_	False	_
try	_	False	_
to	_	False	_
rally	ARG1	False	_
together	_	False	_
a	_	False	_
group	_	False	_
if	_	False	_
you	_	False	_
want	_	False	_
to	_	False	_
take	_	False	_
action	_	False	_
in	_	False	_
your	_	False	_
area	_	False	_
.	_	False	_
Action	_	False	_
Network	_	False	_
is	_	False	_
also	_	False	_
a	_	False	_
good	_	False	_
place	ARGM-LOC	False	_
to	_	False	_
post	_	False	_
details	_	False	_
of	_	False	_
events	_	False	_
,	_	False	_
or	_	False	_
try	_	False	_
to	_	False	_
rally	_	False	_
together	ARGM-PRD	False	_
a	_	False	_
group	ARG1	False	_
if	_	False	_
you	_	False	_
want	ARGM-ADV	False	_
to	_	False	_
take	_	False	_
action	_	False	_
in	_	False	_
your	_	False	_
area	_	False	_
.	_	False	_
Action	_	False	_
Network	_	False	_
is	_	False	_
also	_	False	_
a	_	False	_
good	_	False	_
place	_	False	_
to	_	False	_
post	_	False	_
details	_	False	_
of	_	False	_
events	_	False	_
,	_	False	_
or	_	False	_
try	_	False	_
to	_	False	_
rally	_	False	_
together	_	False	_
a	_	False	_
group	_	False	_
if	_	False	_
you	ARG0	False	_
want	_	False	_
to	_	False	_
take	ARG1	False	_
action	_	False	_
in	_	False	_
your	_	False	_
area	_	False	_
.	_	False	_
Action	_	False	_
Network	_	False	_
is	_	False	_
also	_	False	_
a	_	False	_
good	_	False	_
place	_	False	_
to	_	False	_
post	_	False	_
details	_	False	_
of	_	False	_
events	_	False	_
,	_	False	_
or	_	False	_
try	_	False	_
to	_	False	_
rally	_	False	_
together	_	False	_
a	_	False	_
group	_	False	_
if	_	False	_
you	_	False	_
want	_	False	_
to	_	False	_
take	_	False	_
action	ARGM-PRR	False	_
in	_	False	_
your	_	False	_
area	_	False	_
.	_	False	_
Action	_	False	_
Network	_	False	_
is	_	False	_
also	_	False	_
a	_	False	_
good	_	False	_
place	_	False	_
to	_	False	_
post	_	False	_
details	_	False	_
of	_	False	_
events	_	False	_
,	_	False	_
or	_	False	_
try	_	False	_
to	_	False	_
rally	_	False	_
together	_	False	_
a	_	False	_
group	_	False	_
if	_	False	_
you	ARG0	False	_
want	_	False	_
to	_	False	_
take	ARGM-LVB	False	_
action	_	False	_
in	_	False	_
your	_	False	_
area	ARGM-LOC	False	_
.	_	False	_
You	ARG0	False	_
can	ARGM-MOD	False	_
attach	_	False	_
anything	ARG1	False	_
you	_	False	_
write	_	False	_
to	_	False	_
pages	ARG2	False	_
for	_	False	_
your	_	False	_
local	_	False	_
area	_	False	_
,	_	False	_
as	_	False	_
well	_	False	_
as	_	False	_
to	_	False	_
the	_	False	_
'	_	False	_
issue	_	False	_
'	_	False	_
pages	_	False	_
.	_	False	_
You	_	False	_
can	_	False	_
attach	_	False	_
anything	ARG1	False	_
you	ARG0	False	_
write	_	False	_
to	_	False	_
pages	_	False	_
for	_	False	_
your	_	False	_
local	_	False	_
area	_	False	_
,	_	False	_
as	_	False	_
well	_	False	_
as	_	False	_
to	_	False	_
the	_	False	_
'	_	False	_
issue	_	False	_
'	_	False	_
pages	_	False	_
.	_	False	_
I	ARG1	False	_
'm	_	False	_
more	ARG2	False	_
than	_	False	_
happy	_	False	_
to	_	False	_
help	_	False	_
people	_	False	_
with	_	False	_
the	_	False	_
site	_	False	_
or	_	False	_
answer	_	False	_
any	_	False	_
questions	_	False	_
about	_	False	_
Action	_	False	_
Network	_	False	_
-	_	False	_
just	_	False	_
drop	_	False	_
me	_	False	_
a	_	False	_
message	_	False	_
.	_	False	_
I	ARG1	False	_
'm	_	False	_
more	_	False	_
than	_	False	_
happy	ARG2	False	_
to	_	False	_
help	_	False	_
people	_	False	_
with	_	False	_
the	_	False	_
site	_	False	_
or	_	False	_
answer	_	False	_
any	_	False	_
questions	_	False	_
about	_	False	_
Action	_	False	_
Network	_	False	_
-	_	False	_
just	_	False	_
drop	_	False	_
me	_	False	_
a	_	False	_
message	_	False	_
.	_	False	_
I	ARG0	False	_
'm	_	False	_
more	_	False	_
than	_	False	_
happy	_	False	_
to	_	False	_
help	_	False	_
people	ARG2	False	_
with	_	False	_
the	_	False	_
site	ARG1	False	_
or	_	False	_
answer	_	False	_
any	_	False	_
questions	_	False	_
about	_	False	_
Action	_	False	_
Network	_	False	_
-	_	False	_
just	_	False	_
drop	_	False	_
me	_	False	_
a	_	False	_
message	_	False	_
.	_	False	_
I	ARG0	False	_
'm	_	False	_
more	_	False	_
than	_	False	_
happy	_	False	_
to	_	False	_
help	_	False	_
people	_	False	_
with	_	False	_
the	_	False	_
site	_	False	_
or	_	False	_
answer	_	False	_
any	_	False	_
questions	ARG1	False	_
about	_	False	_
Action	_	False	_
Network	_	False	_
-	_	False	_
just	_	False	_
drop	_	False	_
me	_	False	_
a	_	False	_
message	_	False	_
.	_	False	_
I	_	False	_
'm	_	False	_
more	_	False	_
than	_	False	_
happy	_	False	_
to	_	False	_
help	_	False	_
people	_	False	_
with	_	False	_
the	_	False	_
site	_	False	_
or	_	False	_
answer	_	False	_
any	_	False	_
questions	_	False	_
about	_	False	_
Action	_	False	_
Network	ARG1	False	_
-	_	False	_
just	_	False	_
drop	_	False	_
me	_	False	_
a	_	False	_
message	_	False	_
.	_	False	_
I	_	False	_
'm	_	False	_
more	_	False	_
than	_	False	_
happy	_	False	_
to	_	False	_
help	_	False	_
people	_	False	_
with	_	False	_
the	_	False	_
site	_	False	_
or	_	False	_
answer	_	False	_
any	_	False	_
questions	_	False	_
about	_	False	_
Action	_	False	_
Network	_	False	_
-	_	False	_
just	ARGM-ADV	False	_
drop	_	False	_
me	ARGM-GOL	False	_
a	_	False	_
message	ARG1	False	_
.	_	False	_
Otherwise	ARGM-ADV	False	_
,	_	False	_
hope	_	False	_
to	_	False	_
see	ARG1	False	_
you	_	False	_
there	_	False	_
!	_	False	_
Otherwise	_	False	_
,	_	False	_
hope	_	False	_
to	_	False	_
see	_	False	_
you	ARG1	False	_
there	ARGM-LOC	False	_
!	_	False	_
Kind	ARGM-ADJ	False	_
regards	_	False	_
Ruth	_	False	_
Penycate	_	False	_
www.bbc.co.uk/actionnetwork	_	False	_
Winston	_	False	_
Peters	_	False	_
is	_	False	_
visiting	_	False	_
a	_	False	_
school	_	False	_
.	_	False	_
Winston	ARG0	False	_
Peters	_	False	_
is	_	False	_
visiting	_	False	_
a	_	False	_
school	ARG1	False	_
.	_	False	_
In	_	False	_
one	_	False	_
class	ARGM-LOC	False	_
,	_	False	_
he	ARG0	False	_
asks	_	False	_
the	_	False	_
students	ARG2	False	_
if	_	False	_
anyone	_	False	_
can	_	False	_
give	ARG1	False	_
him	_	False	_
an	_	False	_
example	_	False	_
of	_	False	_
a	_	False	_
"	_	False	_
tragedy	_	False	_
"	_	False	_
.	_	False	_
In	_	False	_
one	_	False	_
class	_	False	_
,	_	False	_
he	_	False	_
asks	_	False	_
the	_	False	_
students	_	False	_
if	_	False	_
anyone	ARG0	False	_
can	ARGM-MOD	False	_
give	_	False	_
him	ARG2	False	_
an	_	False	_
example	ARG1	False	_
of	_	False	_
a	_	False	_
"	_	False	_
tragedy	_	False	_
"	_	False	_
.	_	False	_
One	_	False	_
little	_	False	_
boy	ARG1	True	ARG1
stands	_	False	_
up	ARGM-PRD	False	_
and	_	False	_
offers	_	False	_
that	_	False	_
,	_	False	_
"	_	False	_
if	_	False	_
my	_	False	_
best	_	False	_
friend	_	False	_
who	_	False	_
lives	_	False	_
next	_	False	_
door	_	False	_
was	_	False	_
playing	_	False	_
in	_	False	_
the	_	False	_
street	_	False	_
when	_	False	_
a	_	False	_
car	_	False	_
came	_	False	_
along	_	False	_
and	_	False	_
killed	_	False	_
him	_	False	_
,	_	False	_
that	_	False	_
would	_	False	_
be	_	False	_
a	_	False	_
tragedy	_	True	ARG1
"	_	False	_
.	_	False	_
One	_	False	_
little	_	False	_
boy	ARG0	True	ARG1
stands	_	False	_
up	_	False	_
and	_	False	_
offers	_	False	_
that	_	False	_
,	_	False	_
"	_	False	_
if	_	False	_
my	_	False	_
best	_	False	_
friend	_	False	_
who	_	False	_
lives	_	False	_
next	_	False	_
door	_	False	_
was	_	False	_
playing	_	False	_
in	_	False	_
the	_	False	_
street	_	False	_
when	_	False	_
a	_	False	_
car	_	False	_
came	_	False	_
along	_	False	_
and	_	False	_
killed	_	False	_
him	_	False	_
,	_	False	_
that	_	False	_
would	_	False	_
be	_	False	_
a	_	False	_
tragedy	ARG1	True	ARG1
"	_	False	_
.	_	False	_
One	_	False	_
little	_	False	_
boy	_	True	ARG1
stands	_	False	_
up	_	False	_
and	_	False	_
offers	_	False	_
that	_	False	_
,	_	False	_
"	_	False	_
if	_	False	_
my	_	False	_
best	_	False	_
friend	ARG0	False	_
who	R-ARG0	False	_
lives	_	False	_
next	_	False	_
door	ARGM-LOC	False	_
was	_	False	_
playing	_	False	_
in	_	False	_
the	_	False	_
street	_	False	_
when	_	False	_
a	_	False	_
car	_	False	_
came	_	False	_
along	_	False	_
and	_	False	_
killed	_	False	_
him	_	False	_
,	_	False	_
that	_	False	_
would	_	False	_
be	_	False	_
a	_	False	_
tragedy	_	True	ARG1
"	_	False	_
.	_	False	_
One	_	False	_
little	_	False	_
boy	_	True	ARG1
stands	_	False	_
up	_	False	_
and	_	False	_
offers	_	False	_
that	_	False	_
,	_	False	_
"	_	False	_
if	_	False	_
my	_	False	_
best	_	False	_
friend	_	False	_
who	_	False	_
lives	_	False	_
next	_	False	_
door	_	False	_
was	_	False	_
playing	_	False	_
in	_	False	_
the	_	False	_
street	_	False	_
when	_	False	_
a	_	False	_
car	_	False	_
came	_	False	_
along	_	False	_
and	_	False	_
killed	_	False	_
him	_	False	_
,	_	False	_
that	_	False	_
would	_	False	_
be	_	False	_
a	_	False	_
tragedy	_	True	ARG1
"	_	False	_
.	_	False	_
One	_	False	_
little	_	False	_
boy	_	True	ARG1
stands	_	False	_
up	_	False	_
and	_	False	_
offers	_	False	_
that	_	False	_
,	_	False	_
"	_	False	_
if	_	False	_
my	_	False	_
best	_	False	_
friend	ARG0	False	_
who	_	False	_
lives	_	False	_
next	_	False	_
door	_	False	_
was	_	False	_
playing	_	False	_
in	_	False	_
the	_	False	_
street	ARGM-LOC	False	_
when	_	False	_
a	_	False	_
car	_	False	_
came	ARGM-TMP	False	_
along	_	False	_
and	_	False	_
killed	_	False	_
him	_	False	_
,	_	False	_
that	_	False	_
would	_	False	_
be	_	False	_
a	_	False	_
tragedy	_	True	ARG1
"	_	False	_
.	_	False	_
One	_	False	_
little	_	False	_
boy	_	True	ARG1
stands	_	False	_
up	_	False	_
and	_	False	_
offers	_	False	_
that	_	False	_
,	_	False	_
"	_	False	_
if	_	False	_
my	_	False	_
best	_	False	_
friend	_	False	_
who	_	False	_
lives	_	False	_
next	_	False	_
door	_	False	_
was	_	False	_
playing	_	False	_
in	_	False	_
the	_	False	_
street	_	False	_
when	ARGM-TMP	False	_
a	_	False	_
car	ARG1	False	_
came	_	False	_
along	ARGM-DIR	False	_
and	_	False	_
killed	_	False	_
him	_	False	_
,	_	False	_
that	_	False	_
would	_	False	_
be	_	False	_
a	_	False	_
tragedy	_	True	ARG1
"	_	False	_
.	_	False	_
One	_	False	_
little	_	False	_
boy	_	True	ARG1
stands	_	False	_
up	_	False	_
and	_	False	_
offers	_	False	_
that	_	False	_
,	_	False	_
"	_	False	_
if	_	False	_
my	_	False	_
best	_	False	_
friend	_	False	_
who	_	False	_
lives	_	False	_
next	_	False	_
door	_	False	_
was	_	False	_
playing	_	False	_
in	_	False	_
the	_	False	_
street	_	False	_
when	ARGM-TMP	False	_
a	_	False	_
car	ARG0	False	_
came	_	False	_
along	_	False	_
and	_	False	_
killed	_	False	_
him	ARG1	False	_
,	_	False	_
that	_	False	_
would	_	False	_
be	_	False	_
a	_	False	_
tragedy	_	True	ARG1
"	_	False	_
.	_	False	_
One	_	False	_
little	_	False	_
boy	_	True	ARG1
stands	_	False	_
up	_	False	_
and	_	False	_
offers	_	False	_
that	_	False	_
,	_	False	_
"	_	False	_
if	_	False	_
my	_	False	_
best	_	False	_
friend	_	False	_
who	_	False	_
lives	_	False	_
next	_	False	_
door	_	False	_
was	_	False	_
playing	ARGM-ADV	False	_
in	_	False	_
the	_	False	_
street	_	False	_
when	_	False	_
a	_	False	_
car	_	False	_
came	_	False	_
along	_	False	_
and	_	False	_
killed	_	False	_
him	_	False	_
,	_	False	_
that	ARG1	False	_
would	ARGM-MOD	False	_
be	_	False	_
a	_	False	_
tragedy	ARG2	True	ARG1
"	_	False	_
.	_	False	_
"	ARG1-DSP	False	_
No	ARG1-DSP	False	_
,	ARG1-DSP	False	_
"	ARG1-DSP	False	_
Winston	ARG0	False	_
says	_	False	_
,	_	False	_
"	_	False	_
That	_	False	_
would	_	False	_
be	_	False	_
an	_	False	_
ACCIDENT	C-ARG1-DSP	False	_
.	_	False	_
"	_	False	_
"	_	False	_
No	ARGM-DIS	False	_
,	_	False	_
"	_	False	_
Winston	_	False	_
says	_	False	_
,	_	False	_
"	_	False	_
That	ARG1	False	_
would	ARGM-MOD	False	_
be	_	False	_
an	_	False	_
ACCIDENT	ARG2	False	_
.	_	False	_
"	_	False	_
A	_	False	_
girl	ARG0	False	_
raises	_	False	_
her	_	False	_
hand	ARG1	False	_
.	_	False	_
"	_	False	_
If	_	False	_
a	_	False	_
school	_	False	_
bus	ARG0	False	_
carrying	_	False	_
fifty	_	False	_
children	ARG1	False	_
drove	_	False	_
off	_	False	_
a	_	False	_
cliff	_	False	_
,	_	False	_
killing	_	False	_
everyone	_	False	_
involved	_	False	_
...	_	False	_
that	_	False	_
would	_	False	_
be	_	False	_
a	_	False	_
tragedy	_	False	_
"	_	False	_
.	_	False	_
"	_	False	_
If	_	False	_
a	_	False	_
school	_	False	_
bus	ARG1	False	_
carrying	_	False	_
fifty	_	False	_
children	_	False	_
drove	_	False	_
off	_	False	_
a	_	False	_
cliff	ARGM-DIR	False	_
,	_	False	_
killing	ARGM-ADV	False	_
everyone	_	False	_
involved	_	False	_
...	_	False	_
that	_	False	_
would	_	False	_
be	_	False	_
a	_	False	_
tragedy	_	False	_
"	_	False	_
.	_	False	_
"	_	False	_
If	_	False	_
a	_	False	_
school	_	False	_
bus	ARG0	False	_
carrying	_	False	_
fifty	_	False	_
children	_	False	_
drove	_	False	_
off	_	False	_
a	_	False	_
cliff	_	False	_
,	_	False	_
killing	_	False	_
everyone	ARG1	False	_
involved	_	False	_
...	_	False	_
that	_	False	_
would	_	False	_
be	_	False	_
a	_	False	_
tragedy	_	False	_
"	_	False	_
.	_	False	_
"	_	False	_
If	_	False	_
a	_	False	_
school	_	False	_
bus	_	False	_
carrying	_	False	_
fifty	_	False	_
children	_	False	_
drove	ARGM-ADV	False	_
off	_	False	_
a	_	False	_
cliff	_	False	_
,	_	False	_
killing	_	False	_
everyone	_	False	_
involved	_	False	_
...	_	False	_
that	ARG1	False	_
would	ARGM-MOD	False	_
be	_	False	_
a	_	False	_
tragedy	ARG2	False	_
"	_	False	_
.	_	False	_
"	_	False	_
I	ARG1	False	_
'm	_	False	_
afraid	ARG2	False	_
not	_	False	_
,	_	False	_
"	_	False	_
explains	_	False	_
Winston	_	False	_
,	_	False	_
"	_	False	_
that	_	False	_
is	_	False	_
what	_	False	_
we	_	False	_
would	_	False	_
call	_	False	_
a	_	False	_
GREAT	_	False	_
LOSS	_	False	_
.	_	False	_
"	_	False	_
"	_	False	_
I	ARG0	False	_
'm	_	False	_
afraid	_	False	_
not	ARGM-NEG	False	_
,	_	False	_
"	_	False	_
explains	_	False	_
Winston	_	False	_
,	_	False	_
"	_	False	_
that	_	False	_
is	_	False	_
what	_	False	_
we	_	False	_
would	_	False	_
call	_	False	_
a	_	False	_
GREAT	_	False	_
LOSS	_	False	_
.	_	False	_
"	_	False	_
"	_	False	_
I	_	False	_
'm	_	False	_
afraid	ARG1	False	_
not	_	False	_
,	_	False	_
"	_	False	_
explains	_	False	_
Winston	ARG0	False	_
,	_	False	_
"	_	False	_
that	_	False	_
is	_	False	_
what	_	False	_
we	_	False	_
would	_	False	_
call	_	False	_
a	_	False	_
GREAT	_	False	_
LOSS	_	False	_
.	_	False	_
"	_	False	_
"	_	False	_
I	_	False	_
'm	_	False	_
afraid	_	False	_
not	_	False	_
,	_	False	_
"	_	False	_
explains	_	False	_
Winston	_	False	_
,	_	False	_
"	_	False	_
that	ARG1	False	_
is	_	False	_
what	ARG2	False	_
we	_	False	_
would	_	False	_
call	_	False	_
a	_	False	_
GREAT	_	False	_
LOSS	_	False	_
.	_	False	_
"	_	False	_
"	_	False	_
I	_	False	_
'm	_	False	_
afraid	_	False	_
not	_	False	_
,	_	False	_
"	_	False	_
explains	_	False	_
Winston	_	False	_
,	_	False	_
"	_	False	_
that	_	False	_
is	_	False	_
what	ARG1	False	_
we	ARG0	False	_
would	ARGM-MOD	False	_
call	_	False	_
a	_	False	_
GREAT	_	False	_
LOSS	ARG2	False	_
.	_	False	_
"	_	False	_
"	_	False	_
I	_	False	_
'm	_	False	_
afraid	_	False	_
not	_	False	_
,	_	False	_
"	_	False	_
explains	_	False	_
Winston	_	False	_
,	_	False	_
"	_	False	_
that	_	False	_
is	_	False	_
what	_	False	_
we	_	False	_
would	_	False	_
call	_	False	_
a	_	False	_
GREAT	ARGM-ADJ	False	_
LOSS	_	False	_
.	_	False	_
"	_	False	_
The	_	False	_
room	ARG1	False	_
is	_	False	_
silent	ARG2	False	_
,	_	False	_
none	_	False	_
of	_	False	_
the	_	False	_
other	_	False	_
children	_	False	_
volunteer	_	False	_
.	_	False	_
The	_	False	_
room	_	False	_
is	_	False	_
silent	_	False	_
,	_	False	_
none	ARG0	False	_
of	_	False	_
the	_	False	_
other	_	False	_
children	_	False	_
volunteer	_	False	_
.	_	False	_
"	_	False	_
What	ARG1	False	_
?	_	False	_
"	_	False	_
asks	_	False	_
Winston	ARG0	False	_
,	_	False	_
"	_	False	_
is	_	False	_
n't	_	False	_
there	_	False	_
any	_	False	_
one	_	False	_
here	_	False	_
who	_	False	_
can	_	False	_
give	_	False	_
me	_	False	_
an	_	False	_
example	_	False	_
of	_	False	_
a	_	False	_
tragedy	_	False	_
?	_	False	_
"	_	False	_
"	_	False	_
What	_	False	_
?	_	False	_
"	_	False	_
asks	_	False	_
Winston	_	False	_
,	_	False	_
"	_	False	_
is	_	False	_
n't	ARGM-NEG	False	_
there	_	False	_
any	ARG1	False	_
one	_	False	_
here	_	False	_
who	_	False	_
can	_	False	_
give	_	False	_
me	_	False	_
an	_	False	_
example	_	False	_
of	_	False	_
a	_	False	_
tragedy	_	False	_
?	_	False	_
"	_	False	_
"	_	False	_
What	_	False	_
?	_	False	_
"	_	False	_
asks	_	False	_
Winston	_	False	_
,	_	False	_
"	_	False	_
is	_	False	_
n't	_	False	_
there	_	False	_
any	ARG0	False	_
one	_	False	_
here	_	False	_
who	R-ARG0	False	_
can	ARGM-MOD	False	_
give	_	False	_
me	ARG2	False	_
an	_	False	_
example	ARG1	False	_
of	_	False	_
a	_	False	_
tragedy	_	False	_
?	_	False	_
"	_	False	_
Finally	ARGM-TMP	False	_
,	_	False	_
a	_	False	_
boy	ARG0	False	_
in	_	False	_
the	_	False	_
back	_	False	_
raises	_	False	_
his	_	False	_
hand	ARG1	False	_
.	_	False	_
In	_	False	_
a	_	False	_
timid	ARGM-MNR	False	_
voice	_	False	_
,	_	False	_
he	_	False	_
says	_	False	_
:	_	False	_
"	_	False	_
If	_	False	_
an	_	False	_
airplane	_	False	_
carrying	_	False	_
Winston	_	False	_
Peters	_	False	_
was	_	False	_
blown	_	False	_
up	_	False	_
by	_	False	_
a	_	False	_
bomb	_	False	_
,	_	False	_
THAT	_	False	_
would	_	False	_
be	_	False	_
a	_	False	_
tragedy	_	True	ARG1
"	_	False	_
.	_	False	_
In	_	False	_
a	_	False	_
timid	_	False	_
voice	ARGM-MNR	False	_
,	_	False	_
he	ARG0	False	_
says	_	False	_
:	_	False	_
"	_	False	_
If	_	False	_
an	_	False	_
airplane	_	False	_
carrying	_	False	_
Winston	_	False	_
Peters	_	False	_
was	_	False	_
blown	_	False	_
up	_	False	_
by	_	False	_
a	_	False	_
bomb	_	False	_
,	_	False	_
THAT	_	False	_
would	_	False	_
be	_	False	_
a	_	False	_
tragedy	ARG1	True	ARG1
"	_	False	_
.	_	False	_
In	_	False	_
a	_	False	_
timid	_	False	_
voice	_	False	_
,	_	False	_
he	_	False	_
says	_	False	_
:	_	False	_
"	_	False	_
If	_	False	_
an	_	False	_
airplane	ARG0	False	_
carrying	_	False	_
Winston	ARG1	False	_
Peters	_	False	_
was	_	False	_
blown	_	False	_
up	_	False	_
by	_	False	_
a	_	False	_
bomb	_	False	_
,	_	False	_
THAT	_	False	_
would	_	False	_
be	_	False	_
a	_	False	_
tragedy	_	True	ARG1
"	_	False	_
.	_	False	_
In	_	False	_
a	_	False	_
timid	_	False	_
voice	_	False	_
,	_	False	_
he	_	False	_
says	_	False	_
:	_	False	_
"	_	False	_
If	_	False	_
an	_	False	_
airplane	_	False	_
carrying	_	False	_
Winston	_	False	_
Peters	_	False	_
was	_	False	_
blown	_	False	_
up	_	False	_
by	_	False	_
a	_	False	_
bomb	_	False	_
,	_	False	_
THAT	_	False	_
would	_	False	_
be	_	False	_
a	_	False	_
tragedy	_	True	ARG1
"	_	False	_
.	_	False	_
In	_	False	_
a	_	False	_
timid	_	False	_
voice	_	False	_
,	_	False	_
he	_	False	_
says	_	False	_
:	_	False	_
"	_	False	_
If	_	False	_
an	_	False	_
airplane	ARG1	False	_
carrying	_	False	_
Winston	_	False	_
Peters	_	False	_
was	_	False	_
blown	_	False	_
up	_	False	_
by	_	False	_
a	_	False	_
bomb	ARG2	False	_
,	_	False	_
THAT	_	False	_
would	_	False	_
be	_	False	_
a	_	False	_
tragedy	_	True	ARG1
"	_	False	_
.	_	False	_
In	_	False	_
a	_	False	_
timid	_	False	_
voice	_	False	_
,	_	False	_
he	_	False	_
says	_	False	_
:	_	False	_
"	_	False	_
If	_	False	_
an	_	False	_
airplane	_	False	_
carrying	_	False	_
Winston	_	False	_
Peters	_	False	_
was	_	False	_
blown	ARGM-ADV	False	_
up	_	False	_
by	_	False	_
a	_	False	_
bomb	_	False	_
,	_	False	_
THAT	ARG1	False	_
would	ARGM-MOD	False	_
be	_	False	_
a	_	False	_
tragedy	ARG2	True	ARG1
"	_	False	_
.	_	False	_
"	_	False	_
Wonderful	ARG1	False	_
!	_	False	_
"	_	False	_
Winston	ARG0	False	_
beams	_	False	_
.	_	False	_
"	_	False	_
Marvelous	_	False	_
!	_	False	_
And	ARGM-DIS	False	_
can	ARGM-MOD	False	_
you	ARG0	False	_
tell	_	False	_
me	ARG2	False	_
WHY	_	False	_
that	_	False	_
would	_	False	_
be	_	False	_
a	_	False	_
tragedy	ARG1	True	ARG2
?	_	False	_
"	_	False	_
And	_	False	_
can	_	False	_
you	_	False	_
tell	_	False	_
me	_	False	_
WHY	ARGM-CAU	False	_
that	ARG1	False	_
would	ARGM-MOD	False	_
be	_	False	_
a	_	False	_
tragedy	ARG2	True	ARG2
?	_	False	_
"	_	False	_
"	_	False	_
Well	_	False	_
,	_	False	_
"	_	False	_
says	_	False	_
the	_	False	_
boy	ARG0	False	_
,	_	False	_
"	_	False	_
because	_	False	_
it	_	False	_
would	_	False	_
n't	_	False	_
be	_	False	_
an	_	False	_
accident	_	False	_
,	_	False	_
and	_	False	_
it	_	False	_
certainly	_	False	_
would	_	False	_
n't	_	False	_
be	_	False	_
a	_	False	_
great	_	False	_
loss	_	False	_
!	_	False	_
"	_	False	_
"	_	False	_
Well	_	False	_
,	_	False	_
"	_	False	_
says	_	False	_
the	_	False	_
boy	_	False	_
,	_	False	_
"	_	False	_
because	_	False	_
it	ARG1	False	_
would	ARGM-MOD	False	_
n't	ARGM-NEG	False	_
be	_	False	_
an	_	False	_
accident	ARG2	False	_
,	_	False	_
and	_	False	_
it	_	False	_
certainly	_	False	_
would	_	False	_
n't	_	False	_
be	_	False	_
a	_	False	_
great	_	False	_
loss	_	False	_
!	_	False	_
"	_	False	_
"	_	False	_
Well	_	False	_
,	_	False	_
"	_	False	_
says	_	False	_
the	_	False	_
boy	_	False	_
,	_	False	_
"	_	False	_
because	_	False	_
it	_	False	_
would	_	False	_
n't	_	False	_
be	_	False	_
an	_	False	_
accident	_	False	_
,	_	False	_
and	_	False	_
it	ARG1	False	_
certainly	ARGM-ADV	False	_
would	ARGM-MOD	False	_
n't	ARGM-NEG	False	_
be	_	False	_
a	_	False	_
great	_	False	_
loss	ARG2	False	_
!	_	False	_
"	_	False	_
"	_	False	_
Well	_	False	_
,	_	False	_
"	_	False	_
says	_	False	_
the	_	False	_
boy	_	False	_
,	_	False	_
"	_	False	_
because	_	False	_
it	_	False	_
would	_	False	_
n't	_	False	_
be	_	False	_
an	_	False	_
accident	_	False	_
,	_	False	_
and	_	False	_
it	_	False	_
certainly	_	False	_
would	_	False	_
n't	_	False	_
be	_	False	_
a	_	False	_
great	ARGM-ADJ	False	_
loss	_	False	_
!	_	False	_
